-457,1384,
-640.25,2048,
2,0,res/img/Stage3/Stage3.png,710,540,1,3510,2340,0,255,255,255,255,0,3,
3,0,res/img/Stage3/a1.png,740,-915,0,2890,50,0,255,255,255,255,1,2,
4,0,res/img/Stage3/a1.png,-567.6,1106.3,0,204.38,14.99883,194.3957,255,255,255,255,1,0,
4,1,res/img/Stage3/a1.png,-443.5,1116.5,0,204.38,14.99883,166.5014,255,255,255,255,1,0,
4,2,res/img/Stage3/a1.png,-248.8,1119.4,0,204.38,14.99883,194.8279,255,255,255,255,1,0,
4,3,res/img/Stage3/a1.png,-157,1118.2,0,204.38,14.99883,159.2043,255,255,255,255,1,0,
4,4,res/img/Stage3/a1.png,-24.3,1127.8,0,130.299,14.99883,226.8542,255,255,255,255,1,0,
4,5,res/img/Stage3/a1.png,-56.8,1215.5,0,192.0911,14.99883,332.6381,255,255,255,255,1,0,
4,6,res/img/Stage3/a1.png,-225.8,1229,0,188.8916,14.99883,18.58369,255,255,255,255,1,0,
4,7,res/img/Stage3/a1.png,-334.5,1252.5,0,188.8916,14.99883,342.457,255,255,255,255,1,0,
4,8,res/img/Stage3/a1.png,-530,1281.3,0,217.1861,14.99883,359.6922,255,255,255,255,1,0,
5,0,res/img/Stage3/a1.png,248.6,1423.2,0,109.8084,14.99883,148.0509,255,255,255,255,1,0,
5,1,res/img/Stage3/a1.png,408.9,1394.1,0,237.45,14.99883,179.4285,255,255,255,255,1,0,
5,2,res/img/Stage3/a1.png,548.1,1382.4,0,237.4499,14.99883,165.5655,255,255,255,255,1,0,
5,3,res/img/Stage3/a1.png,774.5,1380.8,0,237.4499,14.99883,193.4146,255,255,255,255,1,0,
5,4,res/img/Stage3/a1.png,937.9,1393.1,0,237.4499,14.99883,167.4873,255,255,255,255,1,0,
5,5,res/img/Stage3/a1.png,1208.6,1366.4,0,316.853,14.99883,179.5596,255,255,255,255,1,0,
5,6,res/img/Stage3/a1.png,1443,1393.4,0,168.1341,14.99883,199.7695,255,255,255,255,1,0,
5,7,res/img/Stage3/a1.png,1655.6,1387,0,305.8879,14.99883,169.3004,255,255,255,255,1,0,
6,0,res/img/Stage3/a1.png,1783.5,1316.7,0,166.6512,14.99883,124.182,255,255,255,255,1,1,
6,1,res/img/Stage3/a1.png,1834.8,1214.6,0,166.6512,14.99883,110.8653,255,255,255,255,1,1,
6,2,res/img/Stage3/a1.png,1860.2,1119,0,166.6512,14.99883,89.71428,255,255,255,255,1,1,
6,3,res/img/Stage3/a1.png,1843.5,1001.6,0,188.2788,14.99883,78.7364,255,255,255,255,1,1,
6,4,res/img/Stage3/a1.png,1847.1,953.3,0,188.2788,14.99883,53.57335,255,255,255,255,1,1,
7,0,res/img/Stage3/a1.png,1848,888.5,0,188.2789,14.99884,12.10979,255,255,255,255,1,0,
7,1,res/img/Stage3/a1.png,1732.3,819.6,0,119.0614,14.99884,61.82734,255,255,255,255,1,0,
7,2,res/img/Stage3/a1.png,1735.8,736.9,0,101.8033,14.99884,131.1299,255,255,255,255,1,0,
7,3,res/img/Stage3/a1.png,1861.5,645.7,0,218.4202,14.99884,149.4975,255,255,255,255,1,0,
7,4,res/img/Stage3/a1.png,1981.4,525.5,0,218.4202,14.99884,116.6627,255,255,255,255,1,0,
8,0,res/img/Stage3/a1.png,1996.8,-139.3,0,218.4202,14.99885,47.65276,255,255,255,255,1,0,
8,1,res/img/Stage3/a1.png,1858,-248,0,218.4202,14.99885,28.2364,255,255,255,255,1,0,
8,2,res/img/Stage3/a1.png,1661.6,-294.2,0,229.2186,14.99885,1.258345,255,255,255,255,1,0,
