-498,-171,
-640.25,2048,
1512,-360,
4,0,res/img/Stage4/Stage4_1.png,710,540,-10.75,3510,2340,0,255,255,255,255,0,3,0,
4,1,res/img/Stage4/Stage4_2.png,710,540,0.06,3510,2340,0,255,255,255,255,0,3,0,
5,0,res/img/GameScene/Object/a1.png,740,-915,0,2890,50,0,255,255,255,255,1,2,0,
6,0,res/img/GameScene/Object/a1.png,-594.5,-257.3,0,111.2457,5.62728,23.13,255,255,255,255,1,0,0,
6,1,res/img/GameScene/Object/a1.png,-435.2,-266.3,0,228.4915,5.62728,344.4,255,255,255,255,1,0,0,
6,2,res/img/GameScene/Object/a1.png,-246.5,-279.4,0,228.4915,5.627279,6.900001,255,255,255,255,1,0,0,
6,3,res/img/GameScene/Object/a1.png,-106.5,-342.8,0,166.5017,5.627279,290.48,255,255,255,255,1,0,0,
7,0,res/img/GameScene/Object/a1.png,76.1,-377,0,166.5017,5.627279,53.2,255,255,255,255,1,0,0,
7,1,res/img/GameScene/Object/a1.png,187.7,-306.3,0,127.3776,5.627279,4.300001,255,255,255,255,1,0,0,
7,2,res/img/GameScene/Object/a1.png,327.8,-313.3,0,159.0477,5.627279,351.03,255,255,255,255,1,0,0,
7,3,res/img/GameScene/Object/a1.png,435.8,-294.1,0,135.1726,5.627279,25.52,255,255,255,255,1,0,0,
7,4,res/img/GameScene/Object/a1.png,500,-214.8,0,135.1726,5.627279,75.96001,255,255,255,255,1,0,0,
7,5,res/img/GameScene/Object/a1.png,565.6,-106.4,0,135.1726,5.62728,41.5,255,255,255,255,1,0,0,
7,6,res/img/GameScene/Object/a1.png,613.7,-22.7,0,153.8168,5.62728,72.7,255,255,255,255,1,0,0,
7,7,res/img/GameScene/Object/a1.png,699.2,92.1,0,153.8168,5.62728,34,255,255,255,255,1,0,0,
7,8,res/img/GameScene/Object/a1.png,768.7,197.8,0,153.8168,5.627282,72.8,255,255,255,255,1,0,0,
7,9,res/img/GameScene/Object/a1.png,869.9,303,0,172.4914,5.627282,23.1,255,255,255,255,1,0,0,
7,10,res/img/GameScene/Object/a1.png,943.4,383.7,0,128.3016,5.627282,77.40001,255,255,255,255,1,0,0,
7,11,res/img/GameScene/Object/a1.png,1030.8,478,0,164.0207,5.627282,24,255,255,255,255,1,0,0,
7,12,res/img/GameScene/Object/a1.png,1200.9,501.2,0,195,5.627282,354,255,255,255,255,1,0,0,
7,13,res/img/GameScene/Object/a1.png,1289.4,446.7,0,92.63832,5.627282,262.83,255,255,255,255,1,0,0,
7,14,res/img/GameScene/Object/a1.png,1215.9,421.7,0,145.554,5.627282,165,255,255,255,255,1,0,0,
7,15,res/img/GameScene/Object/a1.png,1092.2,412.3,0,166.8272,5.627282,204.9,255,255,255,255,1,0,0,
7,16,res/img/GameScene/Object/a1.png,1017.4,356.3,0,111.6409,5.627281,254.1,255,255,255,255,1,0,0,
7,17,res/img/GameScene/Object/a1.png,838.2,-57.4,0,139.627,5.627286,287.7,255,255,255,255,1,0,0,
7,18,res/img/GameScene/Object/a1.png,908.6,-136.8,0,178.3562,5.627285,330.7,255,255,255,255,1,0,0,
7,19,res/img/GameScene/Object/a1.png,1057.1,-191.1,0,222.1817,5.627285,349.4,255,255,255,255,1,0,0,
7,20,res/img/GameScene/Object/a1.png,1197.5,-256.7,0,112.98,5.627287,304.64,255,255,255,255,1,0,0,
7,21,res/img/GameScene/Object/a1.png,1249.1,-272.1,0,185.8141,5.627286,338.4,255,255,255,255,1,0,0,
7,22,res/img/GameScene/Object/a1.png,1368.2,-421.7,0,242.774,5.627286,286.4,255,255,255,255,1,0,0,
8,0,res/img/GameScene/Object/a1.png,1024.6,293.7,0,111.6409,5.62728,292.9,255,255,255,255,1,1,0,
8,1,res/img/GameScene/Object/a1.png,1011.1,201.2,0,111.6409,5.62728,230,255,255,255,255,1,1,0,
8,2,res/img/GameScene/Object/a1.png,961.1,126.3,0,139.6269,5.627284,239.8,255,255,255,255,1,1,0,
8,3,res/img/GameScene/Object/a1.png,872.7,23.7,0,139.6269,5.627285,218.5,255,255,255,255,1,1,0,
9,0,res/img/GameScene/Object/a1.png,1894.8,-514.2,0,223.2701,5.627289,104.8,255,255,255,255,1,0,0,
9,1,res/img/GameScene/Object/a1.png,1879.1,-358.8,0,102.306,5.627288,75.3,255,255,255,255,1,0,0,
9,2,res/img/GameScene/Object/a1.png,1952.9,-295.1,0,128.4934,5.627289,14.5,255,255,255,255,1,0,0,
9,3,res/img/GameScene/Object/a1.png,2000.8,-226.4,0,128.4934,5.627289,75.7,255,255,255,255,1,0,0,
9,4,res/img/GameScene/Object/a1.png,2065.5,-124.5,0,128.4934,5.627288,39.70001,255,255,255,255,1,0,0,
10,0,res/img/GameScene/Object/a1.png,1519.7,-441.5,0,306.5,5.627287,104.6,255,255,255,255,1,0,0,
10,1,res/img/GameScene/Object/a1.png,1539.6,-279.4,0,125.3907,5.627288,16,255,255,255,255,1,0,0,
10,2,res/img/GameScene/Object/a1.png,1674.9,-289.4,0,162.9115,5.627288,339.8,255,255,255,255,1,0,0,
10,3,res/img/GameScene/Object/a1.png,1743.4,-426.2,0,223.2702,5.627288,267,255,255,255,255,1,0,0,
11,0,res/img/GameScene/Object/a1.png,2063.2,344,0,225.5124,5.627289,211.9,255,255,255,255,1,0,0,
11,1,res/img/GameScene/Object/a1.png,1957.5,261.8,0,225.5124,5.627289,247.2,255,255,255,255,1,0,0,
11,2,res/img/GameScene/Object/a1.png,1846.2,131.8,0,148.9263,5.62729,201.6,255,255,255,255,1,0,0,
11,3,res/img/GameScene/Object/a1.png,1772.6,70.5,0,148.9263,5.627291,241.7,255,255,255,255,1,0,0,
11,4,res/img/GameScene/Object/a1.png,1692.2,29,0,106.7926,5.62729,154.9,255,255,255,255,1,0,0,
11,5,res/img/GameScene/Object/a1.png,1686.4,107.7,0,144.9213,5.627289,54.40001,255,255,255,255,1,0,0,
11,6,res/img/GameScene/Object/a1.png,1792.1,197.6,0,144.9213,5.62729,26.3,255,255,255,255,1,0,0,
11,7,res/img/GameScene/Object/a1.png,1862.9,279.2,0,144.9213,5.627291,68.3,255,255,255,255,1,0,0,
11,8,res/img/GameScene/Object/a1.png,1863,336.7,0,144.9213,5.627291,119.3,255,255,255,255,1,0,0,
11,9,res/img/GameScene/Object/a1.png,1872.5,453.5,0,144.9213,5.627291,51.2,255,255,255,255,1,0,0,
11,10,res/img/GameScene/Object/a1.png,1916.7,732.3,0,104.9117,5.627293,104.3,255,255,255,255,1,0,0,
