-506,-154,
-640.25,2048,
2,0,res/img/Stage2/Stage2.png,710,540,1,3510,2340,0,255,255,255,255,0,3,
3,0,res/img/Stage2/a1.png,740,-915,0,2890,50,0,255,255,255,255,1,2,
4,0,res/img/Stage2/a1.png,-481,-266,0,345.6115,14.99883,350.0658,255,255,255,255,1,0,
4,1,res/img/Stage2/a1.png,-304,-286,0,345.6115,14.99883,13.68958,255,255,255,255,1,0,
4,2,res/img/Stage2/a1.png,-114,-276,0,91.33335,14.99882,312.3543,255,255,255,255,1,0,
4,3,res/img/Stage2/a1.png,-100,-341,0,82.50726,14.99882,247.3688,255,255,255,255,1,0,
5,0,res/img/Stage2/a1.png,232,-317,0,97.244,14.99883,111.1349,255,255,255,255,1,0,
5,1,res/img/Stage2/a1.png,291,-253,0,172.5375,14.99883,19.51611,255,255,255,255,1,0,
5,2,res/img/Stage2/a1.png,440,-254,0,160.5876,14.99883,337.9771,255,255,255,255,1,0,
5,3,res/img/Stage2/a1.png,573,-260,0,141.6322,14.99883,24.75003,255,255,255,255,1,0,
5,4,res/img/Stage2/a1.png,710,-227,0,160.1836,14.99883,4.038106,255,255,255,255,1,0,
5,5,res/img/Stage2/a1.png,819,-177,0,137.7035,14.99883,58.92774,255,255,255,255,1,0,
5,6,res/img/Stage2/a1.png,908,-102,0,121.9337,14.99883,18.8667,255,255,255,255,1,0,
5,7,res/img/Stage2/a1.png,992,-31,0,138.8699,14.99883,66.98431,255,255,255,255,1,0,
5,8,res/img/Stage2/a1.png,1085,55,0,154.2577,14.99884,20.66017,255,255,255,255,1,0,
5,9,res/img/Stage2/a1.png,1164,-11,0,188.1985,14.99884,279.0108,255,255,255,255,1,0,
5,10,res/img/Stage2/a1.png,1132,-180,0,188.1986,14.99884,239.8868,255,255,255,255,1,0,
5,11,res/img/Stage2/a1.png,1114,-214,0,188.1985,14.99884,285.2685,255,255,255,255,1,0,
5,12,res/img/Stage2/a1.png,1091,-380,0,188.1985,14.99884,240.0094,255,255,255,255,1,0,
6,0,res/img/Stage2/a1.png,1959,-62,0,214.7501,14.99884,172.9175,255,255,255,255,1,0,
6,1,res/img/Stage2/a1.png,1746,-9,0,235.9321,14.99884,160.3262,255,255,255,255,1,0,
6,2,res/img/Stage2/a1.png,1640,21,0,188.1986,14.99884,206.8748,255,255,255,255,1,0,
6,3,res/img/Stage2/a1.png,1493,16,0,161.5494,14.99884,150.1059,255,255,255,255,1,0,
6,4,res/img/Stage2/a1.png,1469,119,0,159.5491,14.99884,58.86589,255,255,255,255,1,0,
6,5,res/img/Stage2/a1.png,1593,164,0,188.1986,14.99884,348.2144,255,255,255,255,1,0,
6,6,res/img/Stage2/a1.png,1760.4,175.3,0,188.1986,14.99884,22.62493,255,255,255,255,1,0,
6,7,res/img/Stage2/a1.png,1830.5,247.9,0,188.1986,14.99884,64.14964,255,255,255,255,1,0,
6,8,res/img/Stage2/a1.png,1979.5,366.9,0,238.7796,14.99884,18.7223,255,255,255,255,1,0,
7,0,res/img/Stage2/a1.png,801.9,645.3,0,238.7796,14.99885,350.2576,255,255,255,255,1,0,
7,1,res/img/Stage2/a1.png,632.8,615.3,0,155.7512,14.99884,42.62443,255,255,255,255,1,0,
7,2,res/img/Stage2/a1.png,502.4,471.8,0,238.7796,14.99885,50.84844,255,255,255,255,1,0,
7,3,res/img/Stage2/a1.png,431.5,461.2,0,138.09,14.99885,9.04235,255,255,255,255,1,0,
7,4,res/img/Stage2/a1.png,335,424.9,0,85.83977,14.99884,39.51526,255,255,255,255,1,0,
7,5,res/img/Stage2/a1.png,252,395,0,162.0228,14.99885,5.128551,255,255,255,255,1,0,
7,6,res/img/Stage2/a1.png,144,372,0,76.04253,14.99885,28.23885,255,255,255,255,1,0,
7,7,res/img/Stage2/a1.png,167,312,0,148.5055,14.99884,139.7026,255,255,255,255,1,0,
7,8,res/img/Stage2/a1.png,327,311,0,238.7796,14.99885,203.2336,255,255,255,255,1,0,
7,9,res/img/Stage2/a1.png,355,314,0,238.7796,14.99885,169.9868,255,255,255,255,1,0,
7,10,res/img/Stage2/a1.png,561,367,0,238.7796,14.99884,217.5494,255,255,255,255,1,0,
7,11,res/img/Stage2/a1.png,703,427,0,238.7796,14.99884,165.5205,255,255,255,255,1,0,
7,12,res/img/Stage2/a1.png,930,475,0,279.448,14.99885,213.3876,255,255,255,255,1,0,
7,13,res/img/Stage2/a1.png,1062,546,0,98.77402,14.99885,189.5272,255,255,255,255,1,0,
7,14,res/img/Stage2/a1.png,1137,538,0,238.7796,14.99885,160.0951,255,255,255,255,1,0,
7,15,res/img/Stage2/a1.png,1364,523,0,249.3499,14.99884,191.6261,255,255,255,255,1,0,
7,16,res/img/Stage2/a1.png,1413.5,661.4,0,174.1168,14.99885,338.3849,255,255,255,255,1,0,
7,17,res/img/Stage2/a1.png,1256.5,719.8,0,164.4599,14.99885,340.9901,255,255,255,255,1,0,
7,18,res/img/Stage2/a1.png,1488,589,0,94.88244,14.99884,267.8455,255,255,255,255,1,0,
7,19,res/img/Stage2/a1.png,884.2,649.1,0,238.7796,14.99885,23.05334,255,255,255,255,1,0,
7,20,res/img/Stage2/a1.png,1088.2,720.8,0,196.3324,14.99885,14.96181,255,255,255,255,1,0,
7,21,res/img/Stage2/a1.png,380,979,0,196.3324,14.99885,2.717753,255,255,255,255,1,0,
8,0,res/img/Stage2/a1.png,202,968,0,165.5196,14.99885,4.70224,255,255,255,255,1,0,
8,1,res/img/Stage2/a1.png,136,899,0,142.0953,14.99885,99.80921,255,255,255,255,1,0,
8,2,res/img/Stage2/a1.png,234,859,0,196.3324,14.99885,200.5067,255,255,255,255,1,0,
8,3,res/img/Stage2/a1.png,262,857,0,196.3324,14.99885,152.5581,255,255,255,255,1,0,
8,4,res/img/Stage2/a1.png,431,834,0,183.2634,14.99885,193.2404,255,255,255,255,1,0,
8,5,res/img/Stage2/a1.png,516,891,0,88.18077,14.99885,268.3674,255,255,255,255,1,0,
8,6,res/img/Stage2/a1.png,496,958,0,71.89001,14.99885,310.6501,255,255,255,255,1,0,
9,0,res/img/Stage2/a1.png,-595.9,441.4,0,157.7878,14.99885,330.0539,255,255,255,255,1,0,
9,1,res/img/Stage2/a1.png,-542.3,368.6,0,87.46983,14.99885,255.8606,255,255,255,255,1,0,
9,2,res/img/Stage2/a1.png,-663.7,276.6,0,87.46983,14.99885,184.9314,255,255,255,255,1,0,
9,3,res/img/Stage2/a1.png,-587,305.1,0,87.46983,14.99885,214.1702,255,255,255,255,1,0,
10,0,res/img/Stage2/a1.png,-470,1018.7,0,136.6438,14.99885,180.2391,255,255,255,255,1,0,
10,1,res/img/Stage2/a1.png,-557.5,1058.4,0,100.6671,14.99886,120.3,255,255,255,255,1,0,
10,2,res/img/Stage2/a1.png,-360.2,1039.1,0,99.71291,14.99886,205.0978,255,255,255,255,1,0,
10,3,res/img/Stage2/a1.png,-525,1114.7,0,136.6439,14.99885,14.20638,255,255,255,255,1,0,
10,4,res/img/Stage2/a1.png,-309.8,1075.8,0,42.55875,14.99886,245.6411,255,255,255,255,1,0,
10,5,res/img/Stage2/a1.png,-356.2,1111.4,0,136.6439,14.99886,348.8303,255,255,255,255,1,0,
11,0,res/img/Stage2/a1.png,-376,1168,0,136.6439,14.99885,296.6594,255,255,255,255,1,1,
11,1,res/img/Stage2/a1.png,-372,1262.9,0,218.5792,14.99885,270.396,255,255,255,255,1,1,
11,2,res/img/Stage2/a1.png,-535.9,1213,0,227.3336,14.99885,119.5999,255,255,255,255,1,1,
12,0,res/img/Stage2/a1.png,-526,1291,0,227.3338,14.99886,168.8973,255,255,255,255,1,0,
12,1,res/img/Stage2/a1.png,-630,1421,0,227.3338,14.99886,89.64536,255,255,255,255,1,0,
12,2,res/img/Stage2/a1.png,-418,1356,0,227.3337,14.99886,187.3421,255,255,255,255,1,0,
12,3,res/img/Stage2/a1.png,-251,1466,0,227.3337,14.99886,239.4277,255,255,255,255,1,0,
13,0,res/img/Stage2/a1.png,430,1402,0,196.3324,14.99885,154.9629,255,255,255,255,1,0,
13,1,res/img/Stage2/a1.png,1898,1371,0,196.3324,14.99885,179.8421,255,255,255,255,1,0,
13,2,res/img/Stage2/a1.png,632,1354,0,236.3137,14.99885,176.2802,255,255,255,255,1,0,
13,3,res/img/Stage2/a1.png,876,1347,0,260.1265,14.99885,180.3389,255,255,255,255,1,0,
13,4,res/img/Stage2/a1.png,1099,1284,0,267.5803,14.99885,146.9742,255,255,255,255,1,0,
13,5,res/img/Stage2/a1.png,1338,1252,0,275.9999,14.99885,196.8354,255,255,255,255,1,0,
13,6,res/img/Stage2/a1.png,1560,1380,0,264.4538,14.99885,224.0111,255,255,255,255,1,0,
13,7,res/img/Stage2/a1.png,1722,1426,0,196.3324,14.99885,144.7329,255,255,255,255,1,0,
14,0,res/img/Stage2/a1.png,1852,1323,0,196.3324,14.99885,115.0914,255,255,255,255,1,1,
14,1,res/img/Stage2/a1.png,1965,1170,0,196.3324,14.99885,137.882,255,255,255,255,1,1,
15,0,res/img/Stage2/a1.png,1985,1043,0,146.0574,14.99885,97.5824,255,255,255,255,1,0,
15,1,res/img/Stage2/a1.png,2064,907,0,196.3324,14.99885,135.8974,255,255,255,255,1,0,
15,2,res/img/Stage2/a1.png,2002,1135,0,79.56817,14.99885,42.59421,255,255,255,255,1,0,
