-506,-78,
0,res/img/Stage0/Stage00.png,710,540,-0.12,2047.5,1365,0,255,255,255,255,0,3,
1,res/img/Stage0/a1.png,-604.3,-274.1,0,130.315,51.65588,329.8,255,255,255,255,1,0,
2,res/img/Stage0/a1.png,-458.9,-294.6,0,195.0394,50.74403,6.600001,255,255,255,255,1,0,
3,res/img/Stage0/a1.png,-360.6,-276.2,0,195.0394,50.74403,19.89,255,255,255,255,1,0,
4,res/img/Stage0/a1.png,-252.8,-254.6,0,76.24453,33.37289,325.8,255,255,255,255,1,0,
5,res/img/Stage0/a1.png,-223.8,-291.8,0,51.15358,33.37289,279.7,255,255,255,255,1,0,
6,res/img/Stage0/a1.png,-224.4,-333.6,0,51.15358,33.3729,260.6,255,255,255,255,1,0,
7,res/img/Stage0/a1.png,-65.6,-329.7,0,106.3162,33.3729,259.7,255,255,255,255,1,0,
8,res/img/Stage0/a1.png,-30.6,-254.6,0,90.44668,33.3729,225.9,255,255,255,255,1,0,
9,res/img/Stage0/a1.png,52.3,-239,0,128.0623,30.86599,168.4,255,255,255,255,1,0,
10,res/img/Stage0/a1.png,134.9,-219,0,87.33297,30.86599,220.9,255,255,255,255,1,0,
11,res/img/Stage0/a1.png,198.5,-194.6,0,87.33296,30.86599,180.6,255,255,255,255,1,0,
12,res/img/Stage0/a1.png,266.1,-222.1,0,94.50925,30.86599,137.5,255,255,255,255,1,0,
13,res/img/Stage0/a1.png,274.1,-301.4,0,128.7962,30.86599,72.5,255,255,255,255,1,0,
14,res/img/Stage0/a1.png,266.4,-360.6,0,34.2623,31.45136,29.4,255,255,255,255,1,0,
15,res/img/Stage0/a1.png,504.9,-335.4,0,126.9731,31.45137,56.1,255,255,255,255,1,0,
16,res/img/Stage0/a1.png,587.2,-277.4,0,115.026,31.45137,10.3,255,255,255,255,1,0,
17,res/img/Stage0/a1.png,686.4,-299.9,0,128.1076,31.45137,326.5,255,255,255,255,1,0,
18,res/img/Stage0/a1.png,728.6,-352.2,0,65.8848,31.45137,262.4,255,255,255,255,1,0,
19,res/img/Stage0/a1.png,835,-254,0,216.845,31.45138,286.9,255,255,255,255,1,0,
20,res/img/Stage0/a1.png,855,-116,0,147.7368,31.45138,41.7,255,255,255,255,1,0,
21,res/img/Stage0/a1.png,955.9,-78.7,0,114.2701,36.33804,351.1,255,255,255,255,1,0,
22,res/img/Stage0/a1.png,1026,-143.6,0,149.5491,36.33804,291.55,255,255,255,255,1,0,
