-556,90,
-640.25,2048,
1512,-360,
4,0,res/img/GameScene/Object/a1.png,740,-915,0,2890,50,0,255,255,255,255,1,2,0,
5,0,res/img/Stage5/Stage5.png,710,540,0.36,3510,2340,0,255,255,255,255,0,3,0,
5,1,res/img/Stage5/Stage5_1.png,710,540,-1.63,3510,2340,0,255,255,255,255,0,3,0,
5,2,res/img/Stage5/Stage5_2.png,710,540,0.06,3510,2340,0,255,255,255,255,0,3,0,
6,0,res/img/GameScene/Object/a1.png,233.3,-410.4,0,156.8966,5.000002,69.84,255,255,255,255,1,0,0,
6,1,res/img/GameScene/Object/a1.png,356.8,-306.4,0,205.187,5.000002,18.5,255,255,255,255,1,0,0,
6,2,res/img/GameScene/Object/a1.png,502.6,-297.4,0,112.7504,5.000003,335.7,255,255,255,255,1,0,0,
6,3,res/img/GameScene/Object/a1.png,599.8,-285.7,0,210.9331,5.000002,15.1,255,255,255,255,1,0,0,
6,4,res/img/GameScene/Object/a1.png,795.8,-301.2,0,210.9331,5.000003,336.1,255,255,255,255,1,0,0,
6,5,res/img/GameScene/Object/a1.png,908.9,-292.6,0,171.4802,5.000003,25.2,255,255,255,255,1,0,0,
6,6,res/img/GameScene/Object/a1.png,936.4,-204,0,192.7208,5.000003,129.2,255,255,255,255,1,0,0,
6,7,res/img/GameScene/Object/a1.png,903.7,-19.3,0,231.3289,5.000003,76.7,255,255,255,255,1,0,0,
6,8,res/img/GameScene/Object/a1.png,874.6,123.3,0,183.6764,5.000003,133.2,255,255,255,255,1,0,0,
6,9,res/img/GameScene/Object/a1.png,842.9,275.5,0,185.4754,5.000005,70.7,255,255,255,255,1,0,0,
6,10,res/img/GameScene/Object/a1.png,768.7,411.1,0,245.7758,5.000005,148.4,255,255,255,255,1,0,0,
6,11,res/img/GameScene/Object/a1.png,570.9,441.4,0,275.9237,5.000006,190.8,255,255,255,255,1,0,0,
6,12,res/img/GameScene/Object/a1.png,323.6,440.1,0,232.7827,5.000006,168,255,255,255,255,1,0,0,
